0x00   NOP
0x01   OUTL BUS,A
0x133C ADDC A,0x3C
0x133D ADDC A,0x3D
0x133E ADDC A,0x3E
0x133F ADDC A,0x3F
0x1340 ADDC A,0x40
0x1341 ADDC A,0x41
0x1342 ADDC A,0x42
0x1343 ADDC A,0x43
0x1344 ADDC A,0x44
0x1345 ADDC A,0x45
0x1346 ADDC A,0x46
0x1347 ADDC A,0x47
0x1348 ADDC A,0x48
0x1349 ADDC A,0x49
0x134A ADDC A,0x4A
0x134B ADDC A,0x4B
0x134C ADDC A,0x4C
0x134D ADDC A,0x4D
0x134E ADDC A,0x4E
0x134F ADDC A,0x4F
0x1350 ADDC A,0x50
0x1351 ADDC A,0x51
0x1352 ADDC A,0x52
0x1353 ADDC A,0x53
0x1354 ADDC A,0x54
0x1355 ADDC A,0x55
0x1356 ADDC A,0x56
0x1357 ADDC A,0x57
0x1358 ADDC A,0x58
0x1359 ADDC A,0x59
0x135A ADDC A,0x5A
0x135B ADDC A,0x5B
0x135C ADDC A,0x5C
0x135D ADDC A,0x5D
0x135E ADDC A,0x5E
0x135F ADDC A,0x5F
0x1360 ADDC A,0x60
0x1361 ADDC A,0x61
0x1362 ADDC A,0x62
0x1363 ADDC A,0x63
0x1364 ADDC A,0x64
0x1365 ADDC A,0x65
0x1366 ADDC A,0x66
0x1367 ADDC A,0x67
0x1368 ADDC A,0x68
0x1369 ADDC A,0x69
0x136A ADDC A,0x6A
0x136B ADDC A,0x6B
0x136C ADDC A,0x6C
0x136D ADDC A,0x6D
0x136E ADDC A,0x6E
0x136F ADDC A,0x6F
0x1370 ADDC A,0x70
0x1371 ADDC A,0x71
0x1372 ADDC A,0x72
0x1373 ADDC A,0x73
0x1374 ADDC A,0x74
0x1375 ADDC A,0x75
0x1376 ADDC A,0x76
0x1377 ADDC A,0x77
0x1378 ADDC A,0x78
0x1379 ADDC A,0x79
0x137A ADDC A,0x7A
0x137B ADDC A,0x7B
0x137C ADDC A,0x7C
0x137D ADDC A,0x7D
0x137E ADDC A,0x7E
0x137F ADDC A,0x7F
0x1380 ADDC A,0x80
0x1381 ADDC A,0x81
0x1382 ADDC A,0x82
0x1383 ADDC A,0x83
0x1384 ADDC A,0x84
0x1385 ADDC A,0x85
0x1386 ADDC A,0x86
0x1387 ADDC A,0x87
0x1388 ADDC A,0x88
0x1389 ADDC A,0x89
0x138A ADDC A,0x8A
0x138B ADDC A,0x8B
0x138C ADDC A,0x8C
0x138D ADDC A,0x8D
0x138E ADDC A,0x8E
0x138F ADDC A,0x8F
0x1390 ADDC A,0x90
0x1391 ADDC A,0x91
0x1392 ADDC A,0x92
0x1393 ADDC A,0x93
0x1394 ADDC A,0x94
0x1395 ADDC A,0x95
0x1396 ADDC A,0x96
0x1397 ADDC A,0x97
0x1398 ADDC A,0x98
0x1399 ADDC A,0x99
0x139A ADDC A,0x9A
0x139B ADDC A,0x9B
0x139C ADDC A,0x9C
0x139D ADDC A,0x9D
0x139E ADDC A,0x9E
0x139F ADDC A,0x9F
0x13A0 ADDC A,0xA0
0x13A1 ADDC A,0xA1
0x13A2 ADDC A,0xA2
0x13A3 ADDC A,0xA3
0x13A4 ADDC A,0xA4
0x13A5 ADDC A,0xA5
0x13A6 ADDC A,0xA6
0x13A7 ADDC A,0xA7
0x13A8 ADDC A,0xA8
0x13A9 ADDC A,0xA9
0x13AA ADDC A,0xAA
0x13AB ADDC A,0xAB
0x13AC ADDC A,0xAC
0x13AD ADDC A,0xAD
0x13AE ADDC A,0xAE
0x13AF ADDC A,0xAF
0x13B0 ADDC A,0xB0
0x13B1 ADDC A,0xB1
0x13B2 ADDC A,0xB2
0x13B3 ADDC A,0xB3
0x13B4 ADDC A,0xB4
0x13B5 ADDC A,0xB5
0x13B6 ADDC A,0xB6
0x13B7 ADDC A,0xB7
0x13B8 ADDC A,0xB8
0x13B9 ADDC A,0xB9
0x13BA ADDC A,0xBA
0x13BB ADDC A,0xBB
0x13BC ADDC A,0xBC
0x13BD ADDC A,0xBD
0x13BE ADDC A,0xBE
0x13BF ADDC A,0xBF
0x13C0 ADDC A,0xC0
0x13C1 ADDC A,0xC1
